GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	I6L8A6	RBBP8	involved_in	GO:0010792	DNA double-strand break processing involved in repair via single-strand annealing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033594	9606	InterPro		P
UniProtKB	I6L8A6	RBBP8	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR013882	9606	InterPro		P
UniProtKB	I6L8A6	RBBP8	involved_in	GO:0006974	cellular response to DNA damage stimulus	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0227	9606	UniProt		P
UniProtKB	I6L8A6	RBBP8	involved_in	GO:0006281	DNA repair	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0234	9606	UniProt		P
UniProtKB	I6L9H5	PMS1	involved_in	GO:0006298	mismatch repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002099|InterPro:IPR013507|InterPro:IPR038973	9606	InterPro		P
UniProtKB	I6L9H5	PMS1	involved_in	GO:0006974	cellular response to DNA damage stimulus	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0227	9606	UniProt		P
UniProtKB	I6S2Y9	ERRFI1	involved_in	GO:0071474	cellular hyperosmotic response	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P05432|ensembl:ENSRNOP00000072811	9606	Ensembl		P
UniProtKB	J3KNX4	PWWP3A	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033368	9606	InterPro		P
UniProtKB	J3KPN7	RAD9B	involved_in	GO:0000077	DNA damage checkpoint signaling	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR007268|InterPro:IPR026584	9606	InterPro		P
UniProtKB	J3KPN7	RAD9B	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026584	9606	InterPro		P
UniProtKB	J3KPN7	RAD9B	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000859785	9606	UniProt		P
UniProtKB	J3KQ09	POLI	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001126|InterPro:IPR017961|InterPro:IPR036775	9606	InterPro		P
UniProtKB	J3KQ09	POLI	involved_in	GO:0006281	DNA repair	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00027316	9606	UniProt		P
UniProtKB	J3KQD8	FAAP100	involved_in	GO:0036297	interstrand cross-link repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029251	9606	InterPro		P
UniProtKB	J3KRF3	NFE2L1	involved_in	GO:0034599	cellular response to oxidative stress	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029847	9606	InterPro		P
UniProtKB	J3KRG0	POLI	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001126	9606	InterPro		P
UniProtKB	J3KRG0	POLI	involved_in	GO:0006301	postreplication repair	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00026809	9606	UniProt		P
UniProtKB	J3KRK8	SMCHD1	involved_in	GO:0006302	double-strand break repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR038892	9606	InterPro		P
UniProtKB	J3KRM2	POLG2	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027030	9606	InterPro		P
UniProtKB	J3KRS8	POLI	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR036775	9606	InterPro		P
UniProtKB	J3KSA4	RBBP8	involved_in	GO:0000724	double-strand break repair via homologous recombination	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033594	9606	InterPro		P
UniProtKB	J3KSA4	RBBP8	involved_in	GO:0010792	DNA double-strand break processing involved in repair via single-strand annealing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033594	9606	InterPro		P
UniProtKB	J3KSJ9	TERF2	involved_in	GO:0031848	protection from non-homologous end joining at telomere	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR030657	9606	InterPro		P
UniProtKB	J3KSR3	NFE2L1	involved_in	GO:0034599	cellular response to oxidative stress	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029847	9606	InterPro		P
UniProtKB	J3KSW2	POLI	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001126|InterPro:IPR017961|InterPro:IPR036775	9606	InterPro		P
UniProtKB	J3KSW2	POLI	involved_in	GO:0006301	postreplication repair	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00026809	9606	UniProt		P
UniProtKB	J3KSZ6	TERF2	involved_in	GO:0031848	protection from non-homologous end joining at telomere	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR030657	9606	InterPro		P
UniProtKB	J3KTL8	SMCHD1	involved_in	GO:0006302	double-strand break repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR038892	9606	InterPro		P
UniProtKB	J3KTM8	POLI	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017961|InterPro:IPR036775	9606	InterPro		P
UniProtKB	J3KTN3	POLI	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001126	9606	InterPro		P
UniProtKB	J3KTN3	POLI	involved_in	GO:0006301	postreplication repair	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00026809	9606	UniProt		P
UniProtKB	J3QKK3	RAD51C	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR020588	9606	InterPro		P
UniProtKB	J3QKY3	NFE2L1	involved_in	GO:0034599	cellular response to oxidative stress	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029847	9606	InterPro		P
UniProtKB	J3QL00	RBBP8	involved_in	GO:0000724	double-strand break repair via homologous recombination	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033594	9606	InterPro		P
UniProtKB	J3QL00	RBBP8	involved_in	GO:0010792	DNA double-strand break processing involved in repair via single-strand annealing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033594	9606	InterPro		P
UniProtKB	J3QL48	J3QL48	involved_in	GO:0061418	regulation of transcription from RNA polymerase II promoter in response to hypoxia	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00025571	9606	UniProt		P
UniProtKB	J3QL93	RBBP8	involved_in	GO:0000724	double-strand break repair via homologous recombination	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033594	9606	InterPro		P
UniProtKB	J3QL93	RBBP8	involved_in	GO:0010792	DNA double-strand break processing involved in repair via single-strand annealing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033594	9606	InterPro		P
UniProtKB	J3QLH2	RBBP8	involved_in	GO:0000724	double-strand break repair via homologous recombination	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033594	9606	InterPro		P
UniProtKB	J3QLH2	RBBP8	involved_in	GO:0010792	DNA double-strand break processing involved in repair via single-strand annealing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033594	9606	InterPro		P
UniProtKB	J3QLH2	RBBP8	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR013882	9606	InterPro		P
UniProtKB	J3QLH2	RBBP8	involved_in	GO:0006974	cellular response to DNA damage stimulus	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0227	9606	UniProt		P
UniProtKB	J3QLQ1	NFE2L1	involved_in	GO:0034599	cellular response to oxidative stress	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029847	9606	InterPro		P
UniProtKB	J3QLQ2	RAD51C	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR020588	9606	InterPro		P
UniProtKB	J3QLR1	RUVBL1	involved_in	GO:0006974	cellular response to DNA damage stimulus	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0227	9606	UniProt		P
UniProtKB	J3QLR1	RUVBL1	involved_in	GO:0006281	DNA repair	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0234	9606	UniProt		P
UniProtKB	J3QLW6	RBBP8	involved_in	GO:0000724	double-strand break repair via homologous recombination	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033594	9606	InterPro		P
UniProtKB	J3QLW6	RBBP8	involved_in	GO:0010792	DNA double-strand break processing involved in repair via single-strand annealing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033594	9606	InterPro		P
UniProtKB	J3QQN1	PSMB10	involved_in	GO:0061418	regulation of transcription from RNA polymerase II promoter in response to hypoxia	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00025571	9606	UniProt		P
UniProtKB	J3QQQ1	NFE2L1	involved_in	GO:0034599	cellular response to oxidative stress	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029847	9606	InterPro		P
UniProtKB	J3QQY8	NFE2L1	involved_in	GO:0034599	cellular response to oxidative stress	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029847	9606	InterPro		P
UniProtKB	J3QR01	CENPX	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR018552	9606	InterPro		P
UniProtKB	J3QR01	CENPX	involved_in	GO:0006974	cellular response to DNA damage stimulus	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0227	9606	UniProt		P
UniProtKB	J3QR01	CENPX	involved_in	GO:0006281	DNA repair	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0234	9606	UniProt		P
UniProtKB	J3QR35	CENPX	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR018552	9606	InterPro		P
UniProtKB	J3QR35	CENPX	involved_in	GO:0006974	cellular response to DNA damage stimulus	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0227	9606	UniProt		P
UniProtKB	J3QR35	CENPX	involved_in	GO:0006281	DNA repair	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0234	9606	UniProt		P
UniProtKB	J3QR36	POLI	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001126	9606	InterPro		P
UniProtKB	J3QR36	POLI	involved_in	GO:0006301	postreplication repair	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00026809	9606	UniProt		P
UniProtKB	J3QR58	RAD51C	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR020588	9606	InterPro		P
UniProtKB	J3QRG7	NFE2L1	involved_in	GO:0034599	cellular response to oxidative stress	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029847	9606	InterPro		P
UniProtKB	J3QRS1	CENPX	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR018552	9606	InterPro		P
UniProtKB	J3QRS1	CENPX	involved_in	GO:0006974	cellular response to DNA damage stimulus	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0227	9606	UniProt		P
UniProtKB	J3QRS1	CENPX	involved_in	GO:0006281	DNA repair	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0234	9606	UniProt		P
UniProtKB	J3QRU9	POLG2	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027030	9606	InterPro		P
UniProtKB	J3QSH1	SMCHD1	involved_in	GO:0006302	double-strand break repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR038892	9606	InterPro		P
UniProtKB	J3QSH7	RBBP8	involved_in	GO:0000724	double-strand break repair via homologous recombination	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033594	9606	InterPro		P
UniProtKB	J3QSH7	RBBP8	involved_in	GO:0010792	DNA double-strand break processing involved in repair via single-strand annealing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033594	9606	InterPro		P
UniProtKB	J9JIE5	NFE2L1	involved_in	GO:0034599	cellular response to oxidative stress	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029847	9606	InterPro		P
UniProtKB	K4DIB9	K4DIB9	involved_in	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN002918232|UniProtKB:P50238	9606	GO_Central		P
UniProtKB	K7EIL6	K7EIL6	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR020588	9606	InterPro		P
UniProtKB	K7EIN8	BRME1	involved_in	GO:1990918	double-strand break repair involved in meiotic recombination	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR031441	9606	InterPro		P
UniProtKB	K7EIT8	ERCC2	involved_in	GO:0006289	nucleotide-excision repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001945	9606	InterPro		P
UniProtKB	K7EIT8	ERCC2	involved_in	GO:0006974	cellular response to DNA damage stimulus	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00024347	9606	UniProt		P
UniProtKB	K7EIW5	NFE2L2	involved_in	GO:0034599	cellular response to oxidative stress	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029845	9606	InterPro		P
UniProtKB	K7EJE8	LONP1	involved_in	GO:0034599	cellular response to oxidative stress	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000376739	9606	UniProt		P
UniProtKB	K7EJI6	GGN	involved_in	GO:0006302	double-strand break repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR031400	9606	InterPro		P
UniProtKB	K7EJW3	BRCA1	involved_in	GO:0006974	cellular response to DNA damage stimulus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR031099	9606	InterPro		P
UniProtKB	K7EJW3	BRCA1	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR031099	9606	InterPro		P
UniProtKB	K7EJW9	ERCC1	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004579	9606	InterPro		P
UniProtKB	K7EJW9	ERCC1	involved_in	GO:0006974	cellular response to DNA damage stimulus	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0227	9606	UniProt		P
UniProtKB	K7EJW9	ERCC1	involved_in	GO:0006281	DNA repair	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0234	9606	UniProt		P
UniProtKB	K7EJW9	ERCC1	involved_in	GO:0006281	DNA repair	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00027316	9606	UniProt		P
UniProtKB	K7EK97	ERCC1	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004579	9606	InterPro		P
UniProtKB	K7EK97	ERCC1	involved_in	GO:0006974	cellular response to DNA damage stimulus	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0227	9606	UniProt		P
UniProtKB	K7EK97	ERCC1	involved_in	GO:0006281	DNA repair	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0234	9606	UniProt		P
UniProtKB	K7EK97	ERCC1	involved_in	GO:0006281	DNA repair	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00027316	9606	UniProt		P
UniProtKB	K7EKE6	LONP1	involved_in	GO:0034599	cellular response to oxidative stress	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000376739	9606	UniProt		P
UniProtKB	K7EKF3	ERCC2	involved_in	GO:0006289	nucleotide-excision repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001945	9606	InterPro		P
UniProtKB	K7EKQ4	FAAP24	involved_in	GO:0036297	interstrand cross-link repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026985	9606	InterPro		P
UniProtKB	K7EKW3	TMUB2	involved_in	GO:0030433	ubiquitin-dependent ERAD pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR040352	9606	InterPro		P
UniProtKB	K7ELY9	BECN1	involved_in	GO:0033554	cellular response to stress	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00025328	9606	UniProt		P
UniProtKB	K7EMA2	BECN1	involved_in	GO:0033554	cellular response to stress	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00025328	9606	UniProt		P
UniProtKB	K7EMF1	RAD51D	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR020588	9606	InterPro		P
UniProtKB	K7EMT9	ERCC1	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004579	9606	InterPro		P
UniProtKB	K7EMT9	ERCC1	involved_in	GO:0006974	cellular response to DNA damage stimulus	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0227	9606	UniProt		P
UniProtKB	K7EMT9	ERCC1	involved_in	GO:0006281	DNA repair	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0234	9606	UniProt		P
UniProtKB	K7EMT9	ERCC1	involved_in	GO:0006281	DNA repair	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00027316	9606	UniProt		P
UniProtKB	K7EMZ7	BRME1	involved_in	GO:1990918	double-strand break repair involved in meiotic recombination	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR031441	9606	InterPro		P
UniProtKB	K7EN35	BECN1	involved_in	GO:0033554	cellular response to stress	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00025328	9606	UniProt		P
UniProtKB	K7EN88	hCG_2039718	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR020588	9606	InterPro		P
UniProtKB	K7EN92	RAD51D	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR020588	9606	InterPro		P
UniProtKB	K7END0	PWWP3A	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033368	9606	InterPro		P
UniProtKB	K7ENL1	ERCC2	involved_in	GO:0006289	nucleotide-excision repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001945	9606	InterPro		P
UniProtKB	K7ENQ1	HIC1	involved_in	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR028424	9606	InterPro		P
UniProtKB	K7ENT5	GGN	involved_in	GO:0006302	double-strand break repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR031400	9606	InterPro		P
UniProtKB	K7EP14	ERCC1	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004579	9606	InterPro		P
UniProtKB	K7EP14	ERCC1	involved_in	GO:0006974	cellular response to DNA damage stimulus	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0227	9606	UniProt		P
UniProtKB	K7EP14	ERCC1	involved_in	GO:0006281	DNA repair	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0234	9606	UniProt		P
UniProtKB	K7EP14	ERCC1	involved_in	GO:0006281	DNA repair	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00027316	9606	UniProt		P
UniProtKB	K7EP60	BRME1	involved_in	GO:1990918	double-strand break repair involved in meiotic recombination	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR031441	9606	InterPro		P
UniProtKB	K7EP75	UBE4B	involved_in	GO:0030433	ubiquitin-dependent ERAD pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR045132	9606	InterPro		P
UniProtKB	K7EP97	PWWP3A	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033368	9606	InterPro		P
UniProtKB	K7EPC7	BRCA1	involved_in	GO:0006974	cellular response to DNA damage stimulus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR031099	9606	InterPro		P
UniProtKB	K7EPC7	BRCA1	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR031099	9606	InterPro		P
UniProtKB	K7EPS1	TMUB2	involved_in	GO:0030433	ubiquitin-dependent ERAD pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR040352	9606	InterPro		P
UniProtKB	K7EQ16	RAD23A	involved_in	GO:0006289	nucleotide-excision repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004806|InterPro:IPR015360|InterPro:IPR036353	9606	InterPro		P
UniProtKB	K7EQ16	RAD23A	involved_in	GO:0006974	cellular response to DNA damage stimulus	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0227	9606	UniProt		P
UniProtKB	K7EQ16	RAD23A	involved_in	GO:0006281	DNA repair	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0234	9606	UniProt		P
UniProtKB	K7EQ16	RAD23A	involved_in	GO:0006289	nucleotide-excision repair	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001350751	9606	UniProt		P
UniProtKB	K7EQB6	LIG3	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR012308|InterPro:IPR036599	9606	InterPro		P
UniProtKB	K7EQU8	K7EQU8	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR020588	9606	InterPro		P
UniProtKB	K7ER33	NFE2L2	involved_in	GO:0034599	cellular response to oxidative stress	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029845	9606	InterPro		P
UniProtKB	K7ER46	BECN1	involved_in	GO:0033554	cellular response to stress	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00025328	9606	UniProt		P
UniProtKB	K7ER60	ERCC1	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004579	9606	InterPro		P
UniProtKB	K7ER60	ERCC1	involved_in	GO:0006974	cellular response to DNA damage stimulus	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0227	9606	UniProt		P
UniProtKB	K7ER60	ERCC1	involved_in	GO:0006281	DNA repair	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0234	9606	UniProt		P
UniProtKB	K7ER60	ERCC1	involved_in	GO:0006281	DNA repair	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00027316	9606	UniProt		P
UniProtKB	K7ER89	ERCC1	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004579	9606	InterPro		P
UniProtKB	K7ER89	ERCC1	involved_in	GO:0006974	cellular response to DNA damage stimulus	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0227	9606	UniProt		P
UniProtKB	K7ER89	ERCC1	involved_in	GO:0006281	DNA repair	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0234	9606	UniProt		P
UniProtKB	K7ER89	ERCC1	involved_in	GO:0006281	DNA repair	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00027316	9606	UniProt		P
UniProtKB	K7ERA7	UBE4B	involved_in	GO:0030433	ubiquitin-dependent ERAD pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR045132	9606	InterPro		P
UniProtKB	K7ERY0	BECN1	involved_in	GO:0033554	cellular response to stress	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00025328	9606	UniProt		P
UniProtKB	K7ERY6	BRME1	involved_in	GO:1990918	double-strand break repair involved in meiotic recombination	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR031441	9606	InterPro		P
UniProtKB	K7ERZ5	LIG3	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR012308|InterPro:IPR012310|InterPro:IPR036599	9606	InterPro		P
UniProtKB	K7ES46	ERCC1	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004579	9606	InterPro		P
UniProtKB	K7ES46	ERCC1	involved_in	GO:0006974	cellular response to DNA damage stimulus	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0227	9606	UniProt		P
UniProtKB	K7ES46	ERCC1	involved_in	GO:0006281	DNA repair	ECO:0007669	IEA	GO_REF:0000043	UniProtKB-KW:KW-0234	9606	UniProt		P
UniProtKB	K7ES46	ERCC1	involved_in	GO:0006281	DNA repair	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00027316	9606	UniProt		P
UniProtKB	K7ES53	PWWP3A	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033368	9606	InterPro		P
UniProtKB	K7ESL4	RAD51D	involved_in	GO:0006281	DNA repair	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR020588	9606	InterPro		P
UniProtKB	K7PPA8	TP53	involved_in	GO:0031571	mitotic G1 DNA damage checkpoint signaling	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P02340|ensembl:ENSMUSP00000104298	9606	Ensembl		P
UniProtKB	K7PPA8	TP53	involved_in	GO:0030330	DNA damage response, signal transduction by p53 class mediator	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P02340|ensembl:ENSMUSP00000104298	9606	Ensembl		P
UniProtKB	K7PPA8	TP53	involved_in	GO:0006978	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P02340|ensembl:ENSMUSP00000104298	9606	Ensembl		P
UniProtKB	K7PPA8	TP53	involved_in	GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P02340|ensembl:ENSMUSP00000104298	9606	Ensembl		P
UniProtKB	K7PPA8	TP53	involved_in	GO:0006974	cellular response to DNA damage stimulus	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P02340|ensembl:ENSMUSP00000104298	9606	Ensembl		P
UniProtKB	K7PPA8	TP53	involved_in	GO:0006302	double-strand break repair	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P02340|ensembl:ENSMUSP00000104298	9606	Ensembl		P
UniProtKB	K7PPA8	TP53	involved_in	GO:0070059	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P02340|ensembl:ENSMUSP00000104298	9606	Ensembl		P
UniProtKB	K7PPA8	TP53	involved_in	GO:0061419	positive regulation of transcription from RNA polymerase II promoter in response to hypoxia	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P02340|ensembl:ENSMUSP00000104298	9606	Ensembl		P
UniProtKB	K7PPA8	TP53	involved_in	GO:0043504	mitochondrial DNA repair	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P02340|ensembl:ENSMUSP00000104298	9606	Ensembl		P
UniProtKB	K7PPA8	TP53	involved_in	GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P02340|ensembl:ENSMUSP00000104298	9606	Ensembl		P
UniProtKB	K7PPA8	TP53	involved_in	GO:0036003	positive regulation of transcription from RNA polymerase II promoter in response to stress	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P02340|ensembl:ENSMUSP00000104298	9606	Ensembl		P
UniProtKB	K7PPA8	TP53	involved_in	GO:1990440	positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P02340|ensembl:ENSMUSP00000104298	9606	Ensembl		P
