geneid,symbol
100754175,LOC100754175
100754176,Fam155a
100754177,LOC100754177
100754178,Chd4
100754179,LOC100754179
100754180,Golga4
100754181,Tom1l2
100754182,Lbh
100754183,LOC100754183
100754184,Cpped1
100754185,Siae
100754186,LOC100754186
100754187,Aloxe3
100754188,Btbd19
100754189,Trpm8
100754190,Slc27a2
100754195,Il31
100754196,Ca6
100754197,Colca2
100754198,Itga10
100754199,Cgn
100754200,LOC100754200
100754201,Tex22
100754203,Insl3
100754204,Sugp2
100754205,Erp27
100754207,Rs1
100754208,Lrrc46
100754209,Gtf2e2
100754210,Spata16
100754211,Fat3
100754212,Kiaa1614
100754213,LOC100754213
100754214,Il17ra
100754215,Sema3b
100754216,Txlna
100754217,Plce1
100754218,Asz1
100754219,LOC100754219
100754220,LOC100754220
100754221,Aars2
100754222,Ndufb7
100754223,Ndufs1
100754224,Dnali1
100754225,Cnn2
100754226,LOC100754226
100754227,Mtg2
100754228,Mto1
100754229,Sntn
100754230,Fgd2
100754231,Vps8
100754232,Plbd1
100754234,Akap8l
100754235,Dcaf10
100754236,Tcea3
100754237,Podxl
100754238,Mctp1
100754239,Kifap3
100754240,Slc22a14
100754241,Amotl1
100754242,Rax
100754244,Ufm1
100754245,Fam83h
100754246,Gabrb1
100754247,LOC100754247
100754248,Grik2
100754249,LOC100754249
100754250,Klhl33
100754252,LOC100754252
100754253,LOC100754253
100754254,Cracr2b
100754255,LOC100754255
100754256,March2
100754257,Arrdc1
100754258,Zcwpw1
100754259,Nap1l5
100754260,Hsd3b7
100754261,Dus4l
100754263,LOC100754263
100754264,Taf5
100754265,LOC100754265
100754267,LOC100754267
100754268,LOC100754268
100754269,Vsig10l
100754270,Pfkm
100754271,Piezo1
100754272,LOC100754272
100754273,LOC100754273
100754274,LOC100754274
100754275,Trub1
100754276,Tyms
100754277,LOC100754277
100754278,Cog7
100754279,Mmp12
100754280,Pole2
100754281,Mapk8ip2
100754282,Bend7
100754283,LOC100754283
100754284,Zfyve9
100754285,LOC100754285
100754286,Mtmr14
100754287,LOC100754287
100754288,Bahcc1
100754289,Dennd4c
100754291,LOC100754291
100754292,Rag1
100754293,LOC100754293
100754294,LOC100754294
100754295,LOC100754295
100754296,LOC100754296
100754297,LOC100754297
100754298,LOC100754298
100754299,LOC100754299
100754300,LOC100754300
100754301,Smarcal1
100754303,Bmp4
100754304,Cpb2
100754305,Vwa5b1
100754306,Tmcc2
100754307,LOC100754307
100754309,Fam110b
100754310,LOC100754310
100754311,Tm9sf4
100754312,Sfrp1
100754313,Coro1c
100754314,Ppp3r2
100754315,LOC100754315
100754316,Iars
100754318,Exoc3l2
100754319,Mical3
100754320,LOC100754320
100754321,Fbxo39
100754322,Rbfox3
100754323,LOC100754323
100754324,Pik3c2g
100754325,Syn2
100754326,Trim10
100754327,LOC100754327
100754328,Nr0b1
100754329,LOC100754329
100754330,Scgb3a2
100754331,Htr2c
100754332,Atxn3
100754333,Eya4
100754334,Phkg1
100754335,Ttll8
100754336,LOC100754336
100754337,Prrt2
100754338,Spen
100754339,Ntrk2
100754340,LOC100754340
100754341,LOC100754341
100754342,Znf689
100754343,Bpifa3
100754344,Tmem121
100754345,Zar1
100754346,LOC100754346
100754347,LOC100754347
100754349,Znf398
100754350,LOC100754350
100754351,Nr2f2
100754353,Rubcn
100754354,Mrpl21
100754355,LOC100754355
100754356,Nucb2
100754357,LOC100754357
100754358,Adamts15
100754359,Srrm4
100754360,Sdhaf4
100754361,LOC100754361
100754362,Pde4d
100754363,LOC100754363
100754364,Zbtb3
100754365,Leng1
100754366,LOC100754366
100754367,Nup88
100754368,Ms4a14
100754369,Arhgap1
100754370,Cln3
100754371,Paox
100754372,Atg4c
100754373,LOC100754373
100754374,LOC100754374
100754375,Pinx1
100754376,Ell3
100754377,LOC100754377
100754378,LOC100754378
100754379,Htra4
100754380,Atp5g3
100754381,Dspp
100754383,Gpr37l1
100754385,LOC100754385
100754386,Stk25
100754388,LOC100754388
100754389,Ccdc151
100754390,Col6a2
100754391,LOC100754391
100754392,Calb2
100754393,Ntn4
100754394,Rpl3l
100754395,Rusc1
100754396,LOC100754396
100754397,Cd276
100754399,Ctnna1
100754400,Ccdc24
100754401,Mef2d
100754402,Ido1
100754403,Zmiz1
100754404,Slc31a2
100754405,LOC100754405
100754406,Cxcl14
100754407,Epyc
100754408,Gngt2
100754409,Matn2
100754410,Sntb2
100754411,LOC100754411
100754412,Atxn7l3
100754413,Rab5c
100754415,Fam161b
100754416,LOC100754416
100754417,Tfap2b
100754418,Cchcr1
100754419,Blmh
100754420,Btbd18
100754421,Map2k7
100754422,Frem3
100754423,Tnfsf15
100754424,Rp1
100754425,Osbpl1a
100754426,Pla2g5
100754427,Lrp1
100754428,LOC100754428
100754429,LOC100754429
100754430,Dlk2
100754431,Pawr
100754432,Chuk
100754433,Trpm4
100754434,Asrgl1
100754435,LOC100754435
100754436,Rep15
100754437,Sf3a1
100754438,LOC100754438
100754439,LOC100754439
100754440,Psma6
100754441,Pkn2
100754443,Sox10
100754444,Ndufa2
100754445,LOC100754445
100754447,LOC100754447
100754448,Taar1
100754449,Scaf11
100754450,LOC100754450
100754451,LOC100754451
100754452,Rchy1
100754453,LOC100754453
100754454,Swi5
100754455,LOC100754455
100754456,LOC100754456
100754457,LOC100754457
100754458,Eaf1
100754459,Pcdh10
100754460,Rtp2
100754461,Kcnj2
100754462,LOC100754462
100754463,Acrbp
100754464,LOC100754464
100754465,Itga9
100754466,Drc3
100754468,Ypel5
100754469,Uspl1
100754470,Shisa9
100754471,Tbrg1
100754472,LOC100754472
100754473,Alox15b
100754474,Tctex1d4
100754476,Ahcyl2
100754477,Lmbrd2
100754478,Ckap2l
100754479,Vwa3a
100754480,Idh3a
100754481,Znf608
100754483,LOC100754483
100754484,Lrrc43
100754485,LOC100754485
100754486,LOC100754486
100754487,Pex11b
100754488,Bhmt
100754490,Mta1
100754492,Pbx4
100754494,Mgp
100754495,LOC100754495
100754496,Phka2
100754497,Mrpl10
100754498,Smim18
100754499,Tmem192
100754500,Tmprss15
100754501,Qsox1
100754502,Slamf6
100754503,LOC100754503
100754504,Slc38a3
100754505,Kpna6
100754506,Cftr
100754507,Tnfrsf11b
100754508,LOC100754508
100754510,Scmh1
100754512,Zc3h12a
100754513,Polr2e
100754515,Osbpl2
100754516,LOC100754516
100754517,LOC100754517
100754519,Rgr
100754520,Pglyrp2
100754521,LOC100754521
100754522,E2f2
100754523,Mkln1
100754524,LOC100754524
100754525,LOC100754525
100754526,LOC100754526
100754527,LOC100754527
100754528,Piwil4
100754529,Lman1
100754530,Kbtbd13
100754531,Cmc4
100754532,Frem2
100754533,Recql4
100754535,LOC100754535
100754536,Slitrk1
100754537,LOC100754537
100754538,Osgep
100754539,Tmem68
100754540,LOC100754540
100754541,Cd151
100754542,Epha4
100754543,Rab11b
100754544,Ehmt1
100754545,Mepce
100754546,LOC100754546
100754547,Stx1b
100754548,Bcap29
100754550,LOC100754550
100754551,Neurl1
100754552,LOC100754552
100754553,LOC100754553
100754554,LOC100754554
100754555,LOC100754555
100754556,Iglon5
100754557,Rnf166
100754558,LOC100754558
100754559,Pla2g4c
100754560,Hmgn1
100754561,LOC100754561
100754562,Yes1
100754563,LOC100754563
100754564,Scnn1b
100754565,LOC100754565
100754567,Arsa
100754568,LOC100754568
100754569,LOC100754569
100754570,LOC100754570
100754571,Cpne9
100754572,LOC100754572
100754573,Faap100
100754574,Arrb1
100754575,Neb
100754576,Armc9
100754577,Rag2
100754578,Tnfsf18
100754579,LOC100754579
100754581,Trim21
100754583,LOC100754583
100754584,LOC100754584
100754586,Paqr5
100754587,LOC100754587
100754588,Rpl37a
100754589,LOC100754589
100754592,Lcp1
100754593,Nuak2
100754594,LOC100754594
100754595,LOC100754595
100754596,Igll5
100754597,LOC100754597
100754598,Tmem119
100754599,Tex14
100754600,Rnf20
100754601,LOC100754601
100754602,Aspn
100754603,Trpc5
100754604,Mark4
100754605,Lin37
100754606,Bid
100754607,LOC100754607
100754608,Xaf1
100754609,Spry1
100754612,LOC100754612
100754613,LOC100754613
100754614,Tns3
100754615,Spink1
100754616,LOC100754616
100754617,Il13ra2
100754618,Phkb
100754619,Sumf2
100754620,Plxnb2
100754621,Naa30
100754622,Maz
100754623,LOC100754623
100754624,LOC100754624
100754626,Nox4
100754627,LOC100754627
100754628,Crip1
100754630,LOC100754630
100754632,Unc13c
100754633,LOC100754633
100754634,LOC100754634
100754635,LOC100754635
100754636,Kctd8
100754637,Ighmbp2
100754638,LOC100754638
100754639,LOC100754639
100754640,Lig4
100754641,Adamts8
100754642,Hspb8
100754644,Znf672
100754645,Depdc1b
100754646,LOC100754646
100754647,E2f3
100754648,Itsn2
100754649,Dsn1
100754650,Rpain
100754651,Ms4a7
100754652,Znf408
100754654,Echs1
100754655,Usp1
100754656,Glrx3
100754657,LOC100754657
100754658,Xkr6
100754659,LOC100754659
100754660,LOC100754660
100754661,Cep68
100754662,Adam9
100754663,Atf2
100754664,Ptx3
100754666,LOC100754666
100754667,LOC100754667
100754668,LOC100754668
100754669,LOC100754669
100754670,Thap4
100754671,LOC100754671
100754672,LOC100754672
100754673,Swsap1
100754674,Ect2
100754675,Sh2d4a
100754676,Hells
100754677,Rfwd2
100754678,Tat
100754679,LOC100754679
100754680,LOC100754680
100754681,Ndufb10
100754682,Ino80d
100754683,LOC100754683
100754684,LOC100754684
100754686,Lrrtm2
100754687,Atp6v0b
100754688,Rhbg
100754689,LOC100754689
100754690,Zcchc24
100754693,LOC100754693
100754696,Abi3
100754697,Rida
100754698,Ehhadh
100754699,Tango6
100754700,LOC100754700
100754701,Hcrt
100754703,Bbof1
100754704,LOC100754704
100754705,LOC100754705
100754706,Slc6a4
100754707,LOC100754707
100754708,Lrrc8e
100754709,Abi3bp
100754710,LOC100754710
100754711,Ttc39c
100754712,Pla2g2d
100754713,Clec5a
100754714,Shmt2
100754717,Tjap1
100754718,Ppp1r12a
100754719,Erlin1
100754720,LOC100754720
100754722,Ppfibp1
100754724,LOC100754724
100754725,Gtf2b
100754726,LOC100754726
100754727,Pick1
100754728,Ik
100754730,Tgfa
100754731,Ammecr1l
100754732,LOC100754732
100754733,Gjb1
100754734,LOC100754734
100754735,Spindlin-2
100754736,Usp53
100754737,Cbl
100754738,Uso1
100754739,Plac8
100754740,Uck1
100754741,LOC100754741
100754742,LOC100754742
100754743,Ccdc185
100754744,Senp1
100754745,LOC100754745
100754746,LOC100754746
100754748,Kcnj16
100754750,LOC100754750
100754751,Ctdspl
100754752,Atpaf2
100754753,Wdr74
100754754,Clip4
100754755,Hmgb1
100754756,LOC100754756
100754757,Panx3
100754758,LOC100754758
100754759,Gucy2d
100754760,Best4
100754761,Fam69b
100754762,LOC100754762
100754763,LOC100754763
100754764,LOC100754764
100754765,Chchd5
100754766,Thumpd1
100754767,Acsbg1
100754768,LOC100754768
100754769,LOC100754769
100754770,Diablo
100754771,Bub1b
100754772,Sik2
100754773,Bhmt2
100754775,Ppp2r5c
100754776,LOC100754776
100754777,Nxnl1
100754778,Haus8
100754779,Wbp11
100754781,Adgrg2
100754782,Osbpl7
100754783,Dctn6
100754784,Msmo1
100754785,Chodl
100754786,Cep350
100754787,LOC100754787
100754788,Cacna1c
100754789,Cttnbp2
100754790,LOC100754790
100754791,Cmpk2
100754792,LOC100754792
100754793,Edn2
100754794,LOC100754794
100754795,LOC100754795
100754796,Maneal
100754797,Pdrg1
100754798,Cbarp
100754799,Pgf
100754800,Gen1
100754801,Adrm1
100754802,Ddx43
100754803,Arid5b
100754804,Tmem217
100754805,LOC100754805
100754806,Lrit2
100754807,LOC100754807
100754808,Tceb3
100754809,Commd6
100754810,Kiaa0825
100754811,Aasdhppt
100754812,Akap4
100754813,LOC100754813
100754814,Fut4
100754815,Tbc1d16
100754816,Ccbe1
100754817,Rergl
100754818,Ankdd1a
100754819,Fundc2
100754821,Kifc2
100754822,Commd8
100754824,Jak1
100754825,Fbxo8
100754826,Rnase11
100754827,LOC100754827
100754828,Lyn
100754829,LOC100754829
100754830,Polr2l
100754831,Sft2d1
100754832,Angptl4
100754835,Gabra3
100754836,Stx4
100754837,Cog5
100754838,St3gal5
100754839,Sh3pxd2a
100754840,LOC100754840
100754841,LOC100754841
100754842,LOC100754842
100754843,Larp7
100754844,LOC100754844
100754845,Zfpm1
100754846,Mitf
100754847,LOC100754847
100754848,Wrb
100754849,Rpl35a
100754850,LOC100754850
100754851,Clul1
100754853,LOC100754853
100754854,Mmp1
100754855,Kcnmb4
100754856,Acr
100754857,LOC100754857
100754858,LOC100754858
100754859,Ttc9c
100754861,Brpf1
100754862,LOC100754862
100754863,Nploc4
100754864,Zmat1
100754865,Hes3
100754866,LOC100754866
100754867,Prdx6
100754868,Odam
100754869,Nosip
100754870,LOC100754870
100754871,LOC100754871
100754872,LOC100754872
100754873,LOC100754873
100754874,Glce
100754875,Sppl2c
100754876,Igfbp5
100754878,LOC100754878
100754879,Maged2
100754880,LOC100754880
100754881,Klhdc8a
100754882,LOC100754882
100754883,Fdps
100754884,Ebi3
100754885,LOC100754885
100754886,Ccdc116
100754887,Rpl31
100754888,Pop5
100754889,Trim37
100754890,Tmem246
100754891,LOC100754891
100754892,Hint2
100754893,Ecm2
100754894,LOC100754894
100754895,Ckm
100754896,LOC100754896
100754897,Tfap2d
100754898,Bcl2l13
100754899,LOC100754899
100754900,Slc13a5
100754901,Spata5
100754902,LOC100754902
100754904,LOC100754904
100754906,LOC100754906
100754907,Pkd1l1
100754908,Jakmip2
100754909,LOC100754909
100754910,LOC100754910
100754911,Ccdc157
100754912,LOC100754912
100754913,Cct6a
100754914,Dennd6b
100754915,LOC100754915
100754917,Naa40
100754918,LOC100754918
100754919,Treml2
100754920,Rlbp1
100754921,LOC100754921
100754922,LOC100754922
100754923,Krt74
100754924,Fam102b
100754925,Pygo1
100754926,Slc39a10
100754927,LOC100754927
100754928,Mctp2
100754929,Exosc10
100754930,Mrgprf
100754931,LOC100754931
100754933,LOC100754933
100754934,Abhd13
100754935,Zbtb44
100754936,LOC100754936
100754937,LOC100754937
100754938,Ing4
100754939,LOC100754939
100754940,Elovl7
100754941,Cc2d1b
100754943,Mboat1
100754944,Soga1
100754945,C1qbp
100754946,Tifa
100754947,F2
100754948,LOC100754948
100754950,Angptl3
100754952,Znf518a
100754953,Mtmr9
100754954,LOC100754954
100754955,Aftph
100754956,Adam32
100754957,Lekr1
100754959,Rbm8a
100754960,LOC100754960
100754961,Elf3
100754962,LOC100754962
100754963,Agpat2
100754964,Atg4b
100754965,LOC100754965
100754966,Spag6
100754967,Plppr2
100754968,Tnfsf10
100754969,Csgalnact1
100754970,Khdrbs1
100754971,LOC100754971
100754972,Cda
100754973,Phlpp2
100754975,Tbl3
100754976,Nrp2
100754977,LOC100754977
100754978,Adpgk
100754979,LOC100754979
100754980,LOC100754980
100754981,Ipo13
100754982,Tsacc
100754983,LOC100754983
100754984,Plac9
100754985,Bnc2
100754986,Whrn
100754987,LOC100754987
100754988,LOC100754988
100754989,Znf652
100754990,Pop1
100754991,Map3k13
100754993,LOC100754993
100754994,Ghdc
100754995,Rapgef2
100754996,Aldh6a1
100754997,LOC100754997
100754998,Pou5f1
100754999,Nsrp1
100755000,Tmx2
100755001,Evi5l
100755002,Ppard
100755003,Mrpl15
100755004,Lama3
100755005,Pla2g2f
100755006,LOC100755006
100755007,Ndufa4l2
100755008,LOC100755008
100755009,LOC100755009
100755010,Yipf3
100755011,LOC100755011
100755012,Fbxl7
100755013,LOC100755013
100755015,Prr19
100755017,LOC100755017
100755019,LOC100755019
100755020,Clec11a
100755021,Lgals2
100755022,Wdr55
100755024,Figla
100755025,Sap130
100755026,LOC100755026
100755027,LOC100755027
100755028,LOC100755028
100755029,Myoz2
100755030,Foxr1
100755032,Cops4
100755033,Pomt1
100755034,LOC100755034
100755035,LOC100755035
100755036,Fam177b
100755037,Col2a1
100755038,LOC100755038
100755039,LOC100755039
100755040,Rtp4
100755041,LOC100755041
100755042,LOC100755042
100755043,LOC100755043
100755044,Gid4
100755045,LOC100755045
100755046,Katnal1
100755047,LOC100755047
100755048,Ulk3
100755049,LOC100755049
100755050,Cntrob
100755051,Rps8
100755052,LOC100755052
100755053,Nrf1
100755055,Ttl
100755056,LOC100755056
100755057,Dnaja4
100755058,LOC100755058
100755059,LOC100755059
100755060,Il5
100755061,LOC100755061
100755062,Alg9
100755063,Lhfpl2
100755064,LOC100755064
100755065,LOC100755065
100755066,Mvb12a
100755067,Tmem38a
100755068,Smco3
100755069,LOC100755069
100755070,Mrpl45
100755071,Mboat4
100755072,Tll1
100755073,Cxadr
100755074,LOC100755074
100755076,Cacna2d4
100755077,Sema3f
100755078,Col6a1
100755080,LOC100755080
100755081,LOC100755081
100755083,Hivep3
100755086,Snip1
100755087,Ttll9
100755088,Midn
100755089,Mlh3
100755090,LOC100755090
100755091,Lama5
100755092,Ooep
100755093,Rtkn2
100755094,LOC100755094
100755096,LOC100755096
100755097,LOC100755097
100755098,Sox6
100755099,Pithd1
100755100,Tbc1d4
100755101,LOC100755101
100755102,Kbtbd3
100755103,Acvr2b
100755104,LOC100755104
100755105,Gaa
100755106,Foxj1
100755107,LOC100755107
100755108,LOC100755108
100755109,Pif1
100755110,Mpp1
100755111,LOC100755111
100755112,Cyhr1
100755113,Gabra4
100755114,Cdc42ep3
100755115,LOC100755115
100755116,Hpgd
100755117,Rnase12
100755118,Plag1
100755119,LOC100755119
100755120,Chid1
100755121,Rnaset2
100755122,Entpd8
100755123,LOC100755123
100755124,LOC100755124
100755125,Znf668
100755126,Lnx1
100755127,LOC100755127
100755128,LOC100755128
100755130,LOC100755130
100755131,LOC100755131
100755132,LOC100755132
100755133,Alpk1
100755134,LOC100755134
100755135,Znf469
100755136,LOC100755136
100755137,Sh3bgr
100755138,Dnajb3
100755139,Enosf1
100755140,LOC100755140
100755141,Arntl
100755142,Mmp10
100755143,LOC100755143
100755144,Shank3
100755145,Suv39h2
100755146,Ccdc15
100755147,Bscl2
100755148,LOC100755148
100755149,Camk1
100755150,LOC100755150
100755151,Tspan10
100755152,Ncoa1
100755154,Acot7
100755155,Kiaa1549l
100755156,Slc9c2
100755157,LOC100755157
100755158,LOC100755158
100755159,Map1a
100755160,LOC100755160
100755161,Chn1
100755162,LOC100755162
100755164,Rspo3
100755165,Tnp1
100755168,Itih6
100755170,Cdk18
100755171,LOC100755171
100755172,LOC100755172
100755173,LOC100755173
100755174,LOC100755174
100755175,Ydjc
100755176,Pdcl3
100755177,Rnf10
100755178,Ska2
100755179,Aldob
100755180,Slc4a1
100755181,Msmp
100755182,Ogn
100755183,LOC100755183
100755185,LOC100755185
100755186,Pgk2
100755187,Atp6v1e1
100755188,LOC100755188
100755189,Txndc17
100755190,Bbs12
100755192,LOC100755192
100755193,LOC100755193
100755194,LOC100755194
100755195,Gfm2
100755196,LOC100755196
100755197,Dpysl3
100755198,Lrch2
100755199,LOC100755199
100755200,Sec14l2
100755201,Neto2
100755202,Psph
100755203,Ppp6r2
100755204,Slc35f4
100755205,Qprt
100755206,LOC100755206
100755207,LOC100755207
100755208,Pus10
100755209,Gapvd1
100755211,Treml1
100755212,Abhd2
100755213,LOC100755213
100755214,LOC100755214
100755215,Pax2
100755216,Efnb1
100755217,Prtg
100755218,LOC100755218
100755219,LOC100755219
100755220,LOC100755220
100755221,Tpcn2
100755222,LOC100755222
100755223,Mmel1
100755224,LOC100755224
100755225,St14
100755226,Prkab1
100755228,LOC100755228
100755229,Ercc8
100755230,Prpf38a
100755231,LOC100755231
100755232,LOC100755232
100755233,LOC100755233
100755234,Tldc2
100755235,Dhx33
100755236,Ap1ar
100755237,Ckap5
100755238,LOC100755238
100755239,LOC100755239
100755240,Kank4
100755241,LOC100755241
100755242,Fam167a
100755243,LOC100755243
100755244,Lgalsl
100755245,LOC100755245
100755246,Tiparp
100755247,LOC100755247
100755248,Ankrd34a
100755249,LOC100755249
100755250,Stard8
100755252,Dtymk
100755253,LOC100755253
100755254,Pip4k2a
100755255,Ghsr
100755256,Ints10
100755257,Ptp4a2
100755258,LOC100755258
100755259,Ddost
100755260,Ap1g1
100755261,Usp44
100755262,Slc9a3r2
100755263,Slc17a2
100755264,Bbs4
100755265,Etf1
100755266,Artn
100755267,Cct3
100755269,LOC100755269
100755270,Kif12
100755272,Btg1
100755273,Phb
100755274,Nipal2
100755275,Tmem41a
100755276,Smpd3
100755277,LOC100755277
100755279,Col8a1
100755280,Lin52
100755281,LOC100755281
100755282,Ccnb3
100755283,Dpcr1
100755284,LOC100755284
100755285,Med19
100755286,LOC100755286
100755287,Znf76
100755288,Lypla1
100755290,Ubxn10
100755291,LOC100755291
100755293,Fam46d
100755294,LOC100755294
100755295,Xpo5
100755296,Ankrd12
100755297,LOC100755297
100755298,LOC100755298
100755299,Ubxn1
100755300,Lipe
100755301,LOC100755301
100755302,LOC100755302
100755303,Tcirg1
100755304,LOC100755304
100755305,Syt3
100755306,Gga1
100755307,Dnd1
100755308,Gcm1
100755309,Rps28
100755310,LOC100755310
100755311,LOC100755311
100755312,LOC100755312
100755313,Ttc6
100755315,Pde5a
100755316,Mcam
100755317,LOC100755317
100755318,Lin54
100755319,Prrc2b
100755320,LOC100755320
100755321,Il15ra
100755322,Aida
100755324,Btd
100755325,Lmln
100755326,Wwc2
100755327,LOC100755327
100755328,Trip4
100755329,LOC100755329
100755330,Myo15a
100755331,Spdya
100755332,Ubl3
100755333,LOC100755333
100755334,Cplx3
100755335,LOC100755335
100755336,LOC100755336
100755337,Kcnab3
100755338,LOC100755338
100755339,Fxn
100755340,Ints12
100755342,Zc3h6
100755343,LOC100755343
100755344,Wdr61
100755345,Rcn3
100755349,Rad50
100755352,Ap3b1
100755353,Tmem202
100755355,Mrpl34
100755356,Med26
100755357,LOC100755357
100755359,Arhgap23
100755360,Leprotl1
100755361,LOC100755361
100755362,LOC100755362
100755363,LOC100755363
100755364,Igsf9
100755365,Fbxl14
100755366,Pcbp3
100755368,Mal2
100755369,Ergic3
100755370,LOC100755370
100755371,Capn11
100755372,LOC100755372
100755373,LOC100755373
100755374,Nsmaf
100755375,Meaf6
100755376,Dusp15
100755377,LOC100755377
100755378,Acyp1
100755379,Msgn1
100755380,Dppa5
100755381,Cmtr1
100755382,Fhit
100755383,Cdhr1
100755384,LOC100755384
100755385,Hmgcl
100755386,Uchl3
100755388,Msantd4
100755389,Scn10a
100755390,Izumo1r
100755391,Sgsh
100755392,Aanat
100755393,Pmaip1
100755394,Lce6a
100755395,Dkc1
100755397,Slc39a4
100755398,Atp10d
100755399,LOC100755399
100755400,Leprot
100755401,Cep44
100755402,Ang
100755403,Ski
100755404,Chchd7
100755405,LOC100755405
100755406,Ap2a2
100755407,T
100755408,LOC100755408
100755409,Agfg2
100755410,Gabre
100755411,Znf646
100755414,LOC100755414
100755415,LOC100755415
100755416,LOC100755416
100755417,Zgrf1
100755418,LOC100755418
100755419,Ca5a
100755420,LOC100755420
100755421,Mtor
100755422,LOC100755422
100755423,LOC100755423
100755424,Nrep
100755425,LOC100755425
100755426,LOC100755426
100755427,Mmp27
100755428,LOC100755428
100755429,LOC100755429
100755430,LOC100755430
100755431,Slc37a2
100755432,Gng3
100755434,LOC100755434
100755435,LOC100755435
100755436,Oxld1
100755437,Ptrhd1
100755438,LOC100755438
100755439,Gpr153
100755440,Fbxo3
100755441,Ankrd45
100755442,Blnk
100755444,LOC100755444
100755445,Zscan29
100755447,LOC100755447
100755448,LOC100755448
100755449,LOC100755449
100755450,LOC100755450
100755451,Rnpep
100755453,LOC100755453
100755455,LOC100755455
100755456,Fbxo34
100755457,LOC100755457
100755458,Lrrc63
100755459,Elk4
100755460,LOC100755460
100755461,Pklr
100755462,LOC100755462
100755463,LOC100755463
100755464,Chst10
100755465,LOC100755465
100755466,Mlec
100755467,Prr11
100755468,Znf189
100755469,Rundc3a
100755470,Rgp1
100755471,Omd
100755472,LOC100755472
100755473,Cd3eap
100755474,Chd7
100755475,LOC100755475
100755476,LOC100755476
100755477,LOC100755477
100755478,Kiaa0753
100755479,Il21
100755480,Matr3
100755481,LOC100755481
100755482,LOC100755482
100755483,LOC100755483
100755484,LOC100755484
100755485,Aldh18a1
100755486,Spink5
100755487,LOC100755487
100755489,Mtfp1
100755490,Itfg1
100755491,Mrps17
100755492,Sbf1
100755493,Rbm47
100755494,LOC100755494
100755495,Nlgn3
100755496,Flrt1
100755497,Kiaa1841
100755498,Rabepk
100755499,Kcne3
100755500,Nfya
100755501,Polg
100755502,LOC100755502
100755503,LOC100755503
100755504,LOC100755504
100755505,LOC100755505
100755506,Tmem106c
100755507,Nedd4
100755508,Apool
100755509,LOC100755509
100755510,LOC100755510
100755511,LOC100755511
100755513,Zic4
100755514,Fam213b
100755515,LOC100755515
100755517,Cit
100755518,Col19a1
100755520,Ndufaf2
100755521,Zcchc11
100755522,Chrm1
100755523,LOC100755523
100755524,Irf4
100755526,Derl2
100755527,Dtx4
100755528,Arfgap2
100755530,Tnfrsf25
100755531,Zc3hc1
100755532,Patj
100755534,Blk
100755535,Klhdc2
100755537,LOC100755537
100755538,Kcnab1
100755539,LOC100755539
100755541,Klhl10
100755542,LOC100755542
100755543,Ing5
100755544,Ptchd1
100755545,Ptf1a
100755546,Fndc3b
100755547,Rbm5
100755548,Csmd2
100755549,LOC100755549
100755550,Tsen15
100755551,Wbscr22
100755552,Metap2
100755553,Nthl1
100755554,Slc17a3
100755555,Arih1
100755557,LOC100755557
100755558,Glmp
100755559,Gemin2
100755560,Rps21
100755561,LOC100755561
100755562,Znf618
100755563,Tmem26
100755564,Il9
100755565,Kera
100755566,Ngfr
100755567,Kcns2
100755568,Igf2bp2
100755569,Esrp2
100755570,LOC100755570
100755571,LOC100755571
100755572,Filip1l
100755573,Pbk
100755574,LOC100755574
100755575,Dgkk
100755576,Sfta2
100755577,Ssh2
100755578,Zdhhc5
100755579,LOC100755579
100755580,Anks1a
100755581,Tcea1
100755582,Ankrd29
100755584,LOC100755584
100755585,LOC100755585
100755586,LOC100755586
100755587,LOC100755587
100755588,LOC100755588
100755589,LOC100755589
100755590,Tead2
100755591,Lbhd1
100755592,Megf8
100755593,Xirp2
100755594,Yipf5
100755595,LOC100755595
100755596,LOC100755596
100755597,Claudin-18
100755598,Aspdh
100755599,Pdxp
100755600,Zmat2
100755601,Tigd5
100755602,Ndufa7
100755603,LOC100755603
100755604,Polr2d
100755605,LOC100755605
100755607,LOC100755607
100755608,LOC100755608
100755609,Stat1
100755610,Hpse
100755611,Hey2
100755612,LOC100755612
100755613,LOC100755613
100755615,LOC100755615
100755616,Frmd4b
100755617,LOC100755617
100755618,Osbpl11
100755619,Cdkn2aip
100755620,Llgl2
100755621,Kiaa0101
100755622,Znf384
100755624,Alkbh5
100755627,Lman1l
100755628,LOC100755628
100755629,LOC100755629
100755630,Chd3
100755631,Tmem53
100755632,Pacrgl
100755633,LOC100755633
100755634,LOC100755634
100755635,Fbln7
100755637,Fcgrt
100755638,LOC100755638
100755639,LOC100755639
100755640,Cxcr2
100755641,LOC100755641
100755642,Il4
100755643,LOC100755643
100755644,LOC100755644
100755645,Celf6
100755646,LOC100755646
100755648,Cherp
100755649,LOC100755649
100755651,Cisd3
100755652,LOC100755652
100755653,LOC100755653
100755654,LOC100755654
100755655,LOC100755655
100755656,Cfap45
100755657,LOC100755657
100755658,Adarb1
100755659,Xpot
100755660,Nov
100755661,LOC100755661
100755662,Mrpl14
100755663,Fsd1
100755664,Guca2a
100755665,Dhps
100755666,Ubxn2b
100755667,Klf7
100755668,Grik3
100755669,Foxs1
100755670,Efna2
100755671,Zc2hc1c
100755672,Kcns3
100755674,Ccdc167
100755675,LOC100755675
100755676,Serinc3
100755677,LOC100755677
